pub_link,pub_title,pub_date,auth_name,auth_link,id,auth_name_extract,text
https://pureportal.coventry.ac.uk/en/publications/intraday-herding-on-a-cross-border-exchange,Intraday Herding on a Cross-Border Exchange,oct 2017,Panos Andrikopoulos,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos'],225,panos andrikopoulos,intraday herding on a cross-border exchange panos andrikopoulos oct 2017
https://pureportal.coventry.ac.uk/en/publications/islamic-finance-ethics-and-perception-of-western-consumers,Islamic Finance Ethics and Perception of Western Consumers,13 mar 2017,Samir Alamad,['https://pureportal.coventry.ac.uk/en/persons/samir-alamad'],226,samir alamad,islamic finance ethics and perception of western consumers samir alamad 13 mar 2017
https://pureportal.coventry.ac.uk/en/publications/megaproject-screening-and-management-kings-cross-olympic-park-and,Megaproject Screening and Management King’s Cross Olympic Park and Nine Elms,14 sep 2017,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],227,simon huston,megaproject screening and management king’s cross olympic park and nine elms simon huston 14 sep 2017
https://pureportal.coventry.ac.uk/en/publications/ownership-structure-and-the-choice-of-seo-issue-method-in-the-uk,Ownership Structure and the Choice of SEO Issue Method in the UK,2017,Panos Andrikopoulos,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos'],228,panos andrikopoulos,ownership structure and the choice of seo issue method in the uk panos andrikopoulos 2017
https://pureportal.coventry.ac.uk/en/publications/reconsider-a-currency-union-in-asia,Reconsider a Currency Union in Asia,2017,Wei Song,['https://pureportal.coventry.ac.uk/en/persons/wei-song'],229,wei song,reconsider a currency union in asia wei song 2017
https://pureportal.coventry.ac.uk/en/publications/risk-return-profiles-of-islamic-equities-and-commodity-portfolios,Risk return profiles of Islamic equities and commodity portfolios in different market conditions,2017,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],230,sarkar kabir,risk return profiles of islamic equities and commodity portfolios in different market conditions sarkar kabir 2017
https://pureportal.coventry.ac.uk/en/publications/short-and-long-run-determinates-of-tourist-flows-the-case-of-sout,Short and Long-Run Determinates of Tourist Flows The Case of South Korea,2017,"Dimitris, Jim Serenis",['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'],231,dimitris  jim serenis,short and long-run determinates of tourist flows the case of south korea dimitris  jim serenis 2017
https://pureportal.coventry.ac.uk/en/publications/smart-urban-planning,Smart Urban Planning,14 sep 2017,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],232,simon huston,smart urban planning simon huston 14 sep 2017
https://pureportal.coventry.ac.uk/en/publications/smart-urban-regeneration-visions-institutions-and-mechanisms-for-,Smart urban regeneration Visions institutions and mechanisms for real estate,14 sep 2017,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],233,simon huston,smart urban regeneration visions institutions and mechanisms for real estate simon huston 14 sep 2017
https://pureportal.coventry.ac.uk/en/publications/special-issue-of-the-review-of-behavioral-finance-guest-editors-i,Special issue of the Review of Behavioral Finance guest editors introduction,5 jun 2017,Panos Andrikopoulos,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos'],234,panos andrikopoulos,special issue of the review of behavioral finance guest editors introduction panos andrikopoulos 5 jun 2017
https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-smes-likelihood-of-bankruptcy-evidence-from-t,Stock Liquidity and SMEs Likelihood of Bankruptcy Evidence from the US Market,dec 2017,Mohamad Nazri Abd Karim,['https://pureportal.coventry.ac.uk/en/persons/mohamad-nazri-abd-karim'],235,mohamad nazri abd karim,stock liquidity and smes likelihood of bankruptcy evidence from the us market mohamad nazri abd karim dec 2017
https://pureportal.coventry.ac.uk/en/publications/sukuk-and-bond-an-empirical-analysis-with-characteristics-matchin,Sukuk and Bond An Empirical Analysis with Characteristics Matching,2017,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],236,sarkar kabir,sukuk and bond an empirical analysis with characteristics matching sarkar kabir 2017
https://pureportal.coventry.ac.uk/en/publications/supply-and-demand-sides-of-mobile-payment-a-comparative-analysis-,Supply and demand sides of mobile payment A comparative analysis of successful mobile payment adoption in developed and developing countries,2017,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],237,piotr lis,supply and demand sides of mobile payment a comparative analysis of successful mobile payment adoption in developed and developing countries piotr lis 2017
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-civil-war-on-foreign-direct-investment-flows-to-dev-2,The impact of civil war on foreign direct investment flows to developing countries,2017,"Syed Mansoob Murshed, Sailesh Tanna","['https://pureportal.coventry.ac.uk/en/persons/mansoob-murshed', 'https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna']",238,syed mansoob murshed sailesh tanna,the impact of civil war on foreign direct investment flows to developing countries syed mansoob murshed sailesh tanna 2017
https://pureportal.coventry.ac.uk/en/publications/the-performance-consequences-of-board-structure-changes-evidence-,The Performance Consequences of Board Structure Changes Evidence from Ghana,19 dec 2017,Mark Holmes,['https://pureportal.coventry.ac.uk/en/persons/mark-holmes'],239,mark holmes,the performance consequences of board structure changes evidence from ghana mark holmes 19 dec 2017
https://pureportal.coventry.ac.uk/en/publications/the-structure-of-uk-outbound-fdi-and-environmental-regulation,The Structure of UK Outbound FDI And Environmental Regulation,sep 2017,Abay Mulatu,['https://pureportal.coventry.ac.uk/en/persons/abay-mulatu'],240,abay mulatu,the structure of uk outbound fdi and environmental regulation abay mulatu sep 2017
https://pureportal.coventry.ac.uk/en/publications/the-welfare-implications-of-public-healthcare-financing-a-macro-m-2,The welfare implications of public healthcare financing A Macro-Micro simulation analysis of Uganda,dec 2017,Judith Kabajulizi,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi'],241,judith kabajulizi,the welfare implications of public healthcare financing a macro-micro simulation analysis of uganda judith kabajulizi dec 2017
https://pureportal.coventry.ac.uk/en/publications/the-welfare-implications-of-public-healthcare-financing-a-macro-m,The welfare implications of public healthcare financing A Macro-Micro simulation analysis of Uganda,30 jun 2017,Judith Kabajulizi,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi'],242,judith kabajulizi,the welfare implications of public healthcare financing a macro-micro simulation analysis of uganda judith kabajulizi 30 jun 2017
https://pureportal.coventry.ac.uk/en/publications/understanding-islamic-financial-reporting-standardisation-project,Understanding Islamic financial reporting standardisation projects institutional logics perspective,2017,Ahmad Abras,['https://pureportal.coventry.ac.uk/en/persons/ahmad-abras'],243,ahmad abras,understanding islamic financial reporting standardisation projects institutional logics perspective ahmad abras 2017
https://pureportal.coventry.ac.uk/en/publications/urban-conundrums,Urban Conundrums,14 sep 2017,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],244,simon huston,urban conundrums simon huston 14 sep 2017
https://pureportal.coventry.ac.uk/en/publications/valuation-systems-the-case-of-dubai,Valuation Systems The case of Dubai,14 sep 2017,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],245,simon huston,valuation systems the case of dubai simon huston 14 sep 2017
https://pureportal.coventry.ac.uk/en/publications/what-is-the-net-effect-of-financial-liberalization-on-bank-produc,What is the net effect of financial liberalization on bank productivity A decomposition analysis of bank total factor productivity growth,jul 2017,"Sailesh Tanna, Yun Luo, Glauco De Vita","['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna', 'https://pureportal.coventry.ac.uk/en/persons/yun-luo', 'https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita']",246,sailesh tanna yun luo glauco de vita,what is the net effect of financial liberalization on bank productivity a decomposition analysis of bank total factor productivity growth sailesh tanna yun luo glauco de vita jul 2017
https://pureportal.coventry.ac.uk/en/publications/basic-mathematics-for-economists,Basic Mathematics for Economists,22 mar 2016,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],247,piotr lis,basic mathematics for economists piotr lis 22 mar 2016
https://pureportal.coventry.ac.uk/en/publications/economics-and-political-implications-of-international-financial-r-2,Economics and Political Implications of International Financial Reporting Standards,mar 2016,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],248,sailesh tanna,economics and political implications of international financial reporting standards sailesh tanna mar 2016
https://pureportal.coventry.ac.uk/en/publications/financial-contagion-from-us-to-african-frontier-markets-during-th,Financial Contagion from US to African Frontier Markets during the 2007-2009 Global Financial Crisis,2016,Jaliyyah Ahmadu-Bello,['https://pureportal.coventry.ac.uk/en/persons/jaliyyah-bello'],249,jaliyyah ahmadu bello,financial contagion from us to african frontier markets during the 2007-2009 global financial crisis jaliyyah ahmadu bello 2016
https://pureportal.coventry.ac.uk/en/publications/financial-innovation-banking-system-and-housing-market-is-the-con,Financial Innovation Banking System and Housing Market Is the Concept of Financial Innovation Enough to Explain the Banks Regulatory Arbitrage?,2016,Eliana Lauretta,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'],250,eliana lauretta,financial innovation banking system and housing market is the concept of financial innovation enough to explain the banks regulatory arbitrage? eliana lauretta 2016
https://pureportal.coventry.ac.uk/en/publications/financial-openness-risk-and-bank-efficiency-cross-country-evidenc-2,Financial openness risk and bank efficiency Cross-country evidence,jun 2016,"Yun Luo, Sailesh Tanna, Glauco De Vita","['https://pureportal.coventry.ac.uk/en/persons/yun-luo', 'https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna', 'https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita']",251,yun luo sailesh tanna glauco de vita,financial openness risk and bank efficiency cross-country evidence yun luo sailesh tanna glauco de vita jun 2016
https://pureportal.coventry.ac.uk/en/publications/handbook-of-frontier-markets-african-european-and-asian-evidence,Handbook of Frontier Markets African European and Asian Evidence,2016,Panagiotis Andrikopoulos,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos'],252,panagiotis andrikopoulos,handbook of frontier markets african european and asian evidence panagiotis andrikopoulos 2016
https://pureportal.coventry.ac.uk/en/publications/handbook-of-frontier-markets-evidence-from-asia-and-international,Handbook of Frontier Markets Evidence from Asia and International Comparative Studies,12 aug 2016,Panagiotis Andrikopoulos,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos'],253,panagiotis andrikopoulos,handbook of frontier markets evidence from asia and international comparative studies panagiotis andrikopoulos 12 aug 2016
https://pureportal.coventry.ac.uk/en/publications/ict-as-a-general-purpose-technology-the-productivity-of-ict-in-th-2,ICT as a general-purpose technology The productivity of ICT in the United States revisited,sep 2016,Hailin Liao,['https://pureportal.coventry.ac.uk/en/persons/hailin-liao'],254,hailin liao,ict as a general-purpose technology the productivity of ict in the united states revisited hailin liao sep 2016
https://pureportal.coventry.ac.uk/en/publications/ifrs-adoption-in-the-eu-and-the-challenge-of-nomenclature-evidenc-2,IFRS Adoption in the EU and the Challenge of Nomenclature Evidence from the UK France and Germany,mar 2016,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],255,sailesh tanna,ifrs adoption in the eu and the challenge of nomenclature evidence from the uk france and germany sailesh tanna mar 2016
https://pureportal.coventry.ac.uk/en/publications/islamic-financial-reporting-standardisation-projects-institutiona,Islamic financial reporting standardisation projects institutional logics perspective on the Malaysian case,2016,Ahmad Abras,['https://pureportal.coventry.ac.uk/en/persons/ahmad-abras'],256,ahmad abras,islamic financial reporting standardisation projects institutional logics perspective on the malaysian case ahmad abras 2016
https://pureportal.coventry.ac.uk/en/publications/is-there-a-mission-drift-in-microfinance-some-new-empirical-evide,Is there a Mission Drift in Microfinance Some New Empirical Evidence from Uganda,mar 2016,Francis Darko,['https://pureportal.coventry.ac.uk/en/persons/francis-darko'],257,francis darko,is there a mission drift in microfinance some new empirical evidence from uganda francis darko mar 2016
https://pureportal.coventry.ac.uk/en/publications/risk-management-in-islamic-banks-2,Risk Management in Islamic Banks,2016,Kenneth Baldwin,['https://pureportal.coventry.ac.uk/en/persons/ken-baldwin'],258,kenneth baldwin,risk management in islamic banks kenneth baldwin 2016
https://pureportal.coventry.ac.uk/en/publications/signalling-and-lifecycle-theories-in-the-banking-sectors-of-gcc-f-2,Signalling and Lifecycle Theories in the Banking Sectors of GCC Frontier Markets An Empirical Assessment,24 aug 2016,Sailesh Tanna,['https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna'],259,sailesh tanna,signalling and lifecycle theories in the banking sectors of gcc frontier markets an empirical assessment sailesh tanna 24 aug 2016
https://pureportal.coventry.ac.uk/en/publications/structural-breaks-efficiency-and-volatility-an-empirical-investig-2,Structural Breaks Efficiency and Volatility An Empirical Investigation of Southeast Asian Frontier Markets,2016,"P. Andrikopoulos, M. Newaz","['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos', 'https://pureportal.coventry.ac.uk/en/persons/mohammad-khaleq-newaz']",260,p  andrikopoulos m  newaz,structural breaks efficiency and volatility an empirical investigation of southeast asian frontier markets p  andrikopoulos m  newaz 2016
https://pureportal.coventry.ac.uk/en/publications/the-cost-of-multiple-large-shareholders-2,The Cost of Multiple Large Shareholders,1 sep 2016,Jun Wang,['https://pureportal.coventry.ac.uk/en/persons/jun-wang'],261,jun wang,the cost of multiple large shareholders jun wang 1 sep 2016
https://pureportal.coventry.ac.uk/en/publications/the-estimation-of-minimum-efficient-scale-of-the-port-industry-2,The Estimation of Minimum Efficient Scale of the Port Industry,jul 2016,Jin Suk Park,['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park'],262,jin suk park,the estimation of minimum efficient scale of the port industry jin suk park jul 2016
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-seaports-on-the-regional-economies-in-south-korea-p-2,The impact of seaports on the regional economies in South Korea Panel evidence from the augmented Solow model,jan 2016,Jin Suk Park,['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park'],263,jin suk park,the impact of seaports on the regional economies in south korea panel evidence from the augmented solow model jin suk park jan 2016
https://pureportal.coventry.ac.uk/en/publications/the-philosophy-of-research-on-financial-inclusion-2,The philosophy of research on financial inclusion,28 mar 2016,Nikhil Sapre,['https://pureportal.coventry.ac.uk/en/persons/nikhil-sapre'],264,nikhil sapre,the philosophy of research on financial inclusion nikhil sapre 28 mar 2016
https://pureportal.coventry.ac.uk/en/publications/the-portfolio-diversification-benefits-of-frontier-markets-an-inv-2,The Portfolio Diversification Benefits of Frontier Markets An Investigation Into Regional Effects,2016,Panos Andrikopoulos,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos'],265,panos andrikopoulos,the portfolio diversification benefits of frontier markets an investigation into regional effects panos andrikopoulos 2016
https://pureportal.coventry.ac.uk/en/publications/twitter-and-the-us-stock-market-the-influence-of-microbloggers-on-2,Twitter and the US stock market The influence of micro‑bloggers on share prices,2016,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],266,piotr lis,twitter and the us stock market the influence of micro‑bloggers on share prices piotr lis 2016
https://pureportal.coventry.ac.uk/en/publications/uk-consumers-perceived-risk-of-buying-products-from-emerging-econ,UK consumers perceived risk of buying products from emerging economies A moderated mediation model,2016,Wei Song,['https://pureportal.coventry.ac.uk/en/persons/wei-song'],267,wei song,uk consumers perceived risk of buying products from emerging economies a moderated mediation model wei song 2016
https://pureportal.coventry.ac.uk/en/publications/value-enhancing-learning-from-industry-wide-diversification-exper,Value-enhancing learning from industry-wide diversification experience,3 apr 2016,Thang Nguyen,['https://pureportal.coventry.ac.uk/en/persons/thang-nguyen'],268,thang nguyen,value-enhancing learning from industry-wide diversification experience thang nguyen 3 apr 2016
https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging-2,Accounting for corporate environmental responsibility in emerging economies The case study of Nigeria,23 mar 2015,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],269,abdurafiu noah,accounting for corporate environmental responsibility in emerging economies the case study of nigeria abdurafiu noah 23 mar 2015
https://pureportal.coventry.ac.uk/en/publications/a-finance-led-economic-system-an-abm-experimentation-and-policy-p,A Finance-led Economic System An ABM Experimentation and Policy Proposals,2015,Eliana Lauretta,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'],270,eliana lauretta,a finance-led economic system an abm experimentation and policy proposals eliana lauretta 2015
https://pureportal.coventry.ac.uk/en/publications/arima-modelling-of-lithuanian-house-price-index,ARIMA modelling of Lithuanian house price index,2 mar 2015,S. Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],271,s  huston,arima modelling of lithuanian house price index s  huston 2 mar 2015
https://pureportal.coventry.ac.uk/en/publications/board-leadership-structure-for-chinese-public-listed-companies-2,Board leadership structure for Chinese public listed companies,jul 2015,Mei Yu,['https://pureportal.coventry.ac.uk/en/persons/mei-yu'],272,mei yu,board leadership structure for chinese public listed companies mei yu jul 2015
https://pureportal.coventry.ac.uk/en/publications/bohemianism-and-urban-regeneration-a-structured-literature-review,Bohemianism and urban regeneration A structured literature review and compte rendu,1 aug 2015,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],273,simon huston,bohemianism and urban regeneration a structured literature review and compte rendu simon huston 1 aug 2015
https://pureportal.coventry.ac.uk/en/publications/capitalisation-reflections-and-practice-for-project-appraisal-an-,Capitalisation reflections and practice for project appraisal,2015,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],274,simon huston,capitalisation reflections and practice for project appraisal simon huston 2015
https://pureportal.coventry.ac.uk/en/publications/competitiveness-and-determinants-of-bank-profitability-in-sub-sah,Competitiveness and Determinants of Bank Profitability in Sub-Saharan Africa,25 jun 2015,Isaiah Oino,['https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'],275,isaiah oino,competitiveness and determinants of bank profitability in sub-saharan africa isaiah oino 25 jun 2015
https://pureportal.coventry.ac.uk/en/publications/compound-interestreturn,Compound Interest/Return,30 apr 2015,Lien Luu,['https://pureportal.coventry.ac.uk/en/persons/lien-luu'],276,lien luu,compound interest/return lien luu 30 apr 2015
https://pureportal.coventry.ac.uk/en/publications/corporate-governance-in-china-uncertainty-rules,Corporate Governance in China Uncertainty Rules,13 jul 2015,Mark Holmes,['https://pureportal.coventry.ac.uk/en/persons/mark-holmes'],277,mark holmes,corporate governance in china uncertainty rules mark holmes 13 jul 2015
https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-reporting-practices-in-banking-co,Corporate social responsibility reporting practices in banking companies in Bangladesh Impact of Regulatory Changes,10 apr 2015,Hafij Ullah,['https://pureportal.coventry.ac.uk/en/persons/hafij-ullah'],278,hafij ullah,corporate social responsibility reporting practices in banking companies in bangladesh impact of regulatory changes hafij ullah 10 apr 2015
https://pureportal.coventry.ac.uk/en/publications/does-compliance-matter-in-surveillance-of-nigerian-banks-a-critic-2,Does compliance matter in surveillance of Nigerian banks A critical examination of the Central Bank of Nigeria code of corporate governance,2015,Mas’ud Usman Ibrahim,['https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim'],279,mas ud usman ibrahim,does compliance matter in surveillance of nigerian banks a critical examination of the central bank of nigeria code of corporate governance mas ud usman ibrahim 2015
https://pureportal.coventry.ac.uk/en/publications/effects-of-exchange-rate-volatility-on-tourist-flows-into-iceland-2,Effects of Exchange Rate Volatility on Tourist Flows into Iceland,9 oct 2015,Dimitris Serenis,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'],280,dimitris serenis,effects of exchange rate volatility on tourist flows into iceland dimitris serenis 9 oct 2015
https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-in-coalition-countries-a-study-of-british-po,Fatality Sensitivity in Coalition Countries A Study of British Polish and Australian Public Opinion on the Iraq War,31 jan 2015,Piotr Lis,['https://pureportal.coventry.ac.uk/en/persons/piotr-lis'],281,piotr lis,fatality sensitivity in coalition countries a study of british polish and australian public opinion on the iraq war piotr lis 31 jan 2015
https://pureportal.coventry.ac.uk/en/publications/finance-growth-virtuous-and-dis-virtuous-cycles-vdcs-theory-and-e,Finance-Growth Virtuous and Dis-Virtuous Cycles (VDCs Theory and Empirical Evidence,2015,Eliana Lauretta,['https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta'],282,eliana lauretta,finance-growth virtuous and dis-virtuous cycles (vdcs theory and empirical evidence eliana lauretta 2015
https://pureportal.coventry.ac.uk/en/publications/fluctuations-in-the-exchange-rate-and-aggregate-exports-in-ukrain,Fluctuations in the Exchange Rate and Aggregate Exports in Ukraine,2015,Dimitris Serenis,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'],283,dimitris serenis,fluctuations in the exchange rate and aggregate exports in ukraine dimitris serenis 2015
https://pureportal.coventry.ac.uk/en/publications/microfinance-and-poverty-reduction-the-case-study-of-selected-ins,Microfinance and Poverty Reduction The Case Study of Selected Institutions in the Greater Accra Region of Ghana,2015,Francis Darko,['https://pureportal.coventry.ac.uk/en/persons/francis-darko'],284,francis darko,microfinance and poverty reduction the case study of selected institutions in the greater accra region of ghana francis darko 2015
https://pureportal.coventry.ac.uk/en/publications/mortgage,Mortgage,apr 2015,Lien Luu,['https://pureportal.coventry.ac.uk/en/persons/lien-luu'],285,lien luu,mortgage lien luu apr 2015
https://pureportal.coventry.ac.uk/en/publications/organizational-customer-orientation-employee-customer-orientation-2,Organizational customer orientation employee customer orientation and employee job performance the moderating role of openness to experience,2015,Wei Song,['https://pureportal.coventry.ac.uk/en/persons/wei-song'],286,wei song,organizational customer orientation employee customer orientation and employee job performance the moderating role of openness to experience wei song 2015
https://pureportal.coventry.ac.uk/en/publications/paraconsistent-games-and-the-limits-of-rational-self-interest-2,Paraconsistent games and the limits of rational self-interest,4 jan 2015,Panos Andrikopoulos,['https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos'],287,panos andrikopoulos,paraconsistent games and the limits of rational self-interest panos andrikopoulos 4 jan 2015
https://pureportal.coventry.ac.uk/en/publications/personalisation-of-power-neoliberalism-and-the-production-of-corr,Personalisation of power neoliberalism and the production of corruption,1 sep 2015,Mohamad Nazri Mohamad,['https://pureportal.coventry.ac.uk/en/persons/mohamad-nazri-abd-karim'],288,mohamad nazri mohamad,personalisation of power neoliberalism and the production of corruption mohamad nazri mohamad 1 sep 2015
https://pureportal.coventry.ac.uk/en/publications/real-estate,Real Estate,apr 2015,Lien Luu,['https://pureportal.coventry.ac.uk/en/persons/lien-luu'],289,lien luu,real estate lien luu apr 2015
https://pureportal.coventry.ac.uk/en/publications/re-examining-the-financial-deepening-growth-nexus-a-time-series-e,Re-Examining the Financial Deepening-Growth Nexus A Time-Series Evidence of the Nigerian Economy from 1961 to 2013,2015,Ejike Udeogu,['https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu'],290,ejike udeogu,re-examining the financial deepening-growth nexus a time-series evidence of the nigerian economy from 1961 to 2013 ejike udeogu 2015
https://pureportal.coventry.ac.uk/en/publications/retirement,Retirement,apr 2015,Lien Luu,['https://pureportal.coventry.ac.uk/en/persons/lien-luu'],291,lien luu,retirement lien luu apr 2015
https://pureportal.coventry.ac.uk/en/publications/smart-sustainable-urban-regeneration-institutions-quality-and-fin,'Smart sustainable urban regeneration Institutions quality and financial innovation,nov 2015,Simon Huston,['https://pureportal.coventry.ac.uk/en/persons/simon-huston'],292,simon huston,'smart sustainable urban regeneration institutions quality and financial innovation simon huston nov 2015
https://pureportal.coventry.ac.uk/en/publications/the-duration-analysis-of-structural-breaks-is-stability-destabili-2,The duration analysis of structural breaks is stability destabilizing?,2015,Jin Suk Park,['https://pureportal.coventry.ac.uk/en/persons/jin-suk-park'],293,jin suk park,the duration analysis of structural breaks is stability destabilizing? jin suk park 2015
https://pureportal.coventry.ac.uk/en/publications/the-economy-wide-impact-of-hivaids-and-the-funding-dilemma-in-afr,The economy wide impact of HIV/AIDS and the funding dilemma in Africa Evidence from a dynamic life cycle horizon of Uganda,sep 2015,Judith Kabajulizi,['https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi'],294,judith kabajulizi,the economy wide impact of hiv/aids and the funding dilemma in africa evidence from a dynamic life cycle horizon of uganda judith kabajulizi sep 2015
https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-sectoral-exports-evide-2,The effects of exchange rate volatility on sectoral exports evidence from Sweden UK and Germany,2015,Dimitria Serenis,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'],295,dimitria serenis,the effects of exchange rate volatility on sectoral exports evidence from sweden uk and germany dimitria serenis 2015
https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-tourist-flows-evidence-2,The Effects of Exchange Rate Volatility On Tourist Flows Evidence From The UK And Sweden,2015,Dimitris Serenis,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'],296,dimitris serenis,the effects of exchange rate volatility on tourist flows evidence from the uk and sweden dimitris serenis 2015
https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profitability-on-capital-structure-and-speed-of-adj,The impact of profitability on capital structure and speed of adjustment An empirical examination of selected firms in Nigerian Stock Exchange,30 sep 2015,Isaiah Oino,['https://pureportal.coventry.ac.uk/en/persons/isaiah-oino'],297,isaiah oino,the impact of profitability on capital structure and speed of adjustment an empirical examination of selected firms in nigerian stock exchange isaiah oino 30 sep 2015
https://pureportal.coventry.ac.uk/en/publications/the-late-1970s-to-1980s-economic-problems-and-the-united-states,The late 1970s to 1980s Economic Problems and the United States,apr 2015,Lien Luu,['https://pureportal.coventry.ac.uk/en/persons/lien-luu'],298,lien luu,the late 1970s to 1980s economic problems and the united states lien luu apr 2015
https://pureportal.coventry.ac.uk/en/publications/the-management-of-refinancing-risk-in-islamic-banks-2,The Management of Refinancing Risk in Islamic Banks,17 aug 2015,Kenneth Baldwin,['https://pureportal.coventry.ac.uk/en/persons/ken-baldwin'],299,kenneth baldwin,the management of refinancing risk in islamic banks kenneth baldwin 17 aug 2015
https://pureportal.coventry.ac.uk/en/publications/time-varying-correlation-between-islamic-equity-and-commodity-ret,Time Varying Correlation between Islamic Equity and Commodity Returns Implications for Portfolio Diversification,2015,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],300,sarkar kabir,time varying correlation between islamic equity and commodity returns implications for portfolio diversification sarkar kabir 2015
https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-cer-in-emerging-economies-,Accounting for corporate environmental (CER in emerging economies The case study of Nigeria,14 apr 2014,Abdurafiu Noah,['https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah'],301,abdurafiu noah,accounting for corporate environmental (cer in emerging economies the case study of nigeria abdurafiu noah 14 apr 2014
https://pureportal.coventry.ac.uk/en/publications/are-islamic-equity-indices-more-efficient-than-their-conventional,Are Islamic Equity Indices More Efficient Than Their Conventional Counterparts Evidence From Major Global Index Families,30 jun 2014,Sarkar Kabir,['https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir'],302,sarkar kabir,are islamic equity indices more efficient than their conventional counterparts evidence from major global index families sarkar kabir 30 jun 2014
https://pureportal.coventry.ac.uk/en/publications/can-fdi-be-a-panacea-for-unemployment-the-turkish-case,Can FDI be a Panacea for Unemployment The Turkish Case,6 mar 2014,Mehtap Hisarciklilar,['https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar'],303,mehtap hisarciklilar,can fdi be a panacea for unemployment the turkish case mehtap hisarciklilar 6 mar 2014
https://pureportal.coventry.ac.uk/en/publications/does-exchange-rate-variation-effect-african-trade-flows-2,Does Exchange Rate Variation Effect African Trade Flows?,6 nov 2014,Dimitrios Serenis,['https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis'],304,dimitrios serenis,does exchange rate variation effect african trade flows? dimitrios serenis 6 nov 2014
